,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
urdfdom_py,"('urdfdom_py', 1.0)","('ros_ethercat_model', 0.6959827234534848)","('apriltags', 0.6433917746218156)","('world_magnetic_model', 0.6248400914363595)","('uwsim_osgworks', 0.6170929703604868)","('uwsim_osgocean', 0.6103290536149084)","('epos_library', 0.6003352536450465)","('assimp_devel', 0.5994274915641356)","('rbdl', 0.5892471083580656)","('libsiftfast', 0.5849794725144277)","('open_karto', 0.5809861694560349)","('gmplot', 0.5761275793732071)","('opengm', 0.5589340343875773)","('random_numbers', 0.5565139193320369)","('bcap', 0.5539149406453489)","('gsd', 0.5514157906762113)","('fiveam', 0.5514136483008532)","('yason', 0.5514111917912993)","('libconcorde_tsp_solver', 0.5480560782420295)","('trivial_gray_streams', 0.5432023216164968)"
graft,"('graft', 1.0)","('bin_pose_emulator', 0.7177628591364263)","('outlet_pose_estimation', 0.7100676791924989)","('ar_sys', 0.6823480451205932)","('pgm_learner', 0.6619280315667829)","('pose_cov_ops', 0.6583252096397287)","('aruco', 0.6249110603812837)","('yocs_diff_drive_pose_controller', 0.5980264729913985)","('fiducial_slam', 0.5767089353763393)","('bin_pose_msgs', 0.5589277944226644)","('aruco_mapping', 0.5549237911260727)","('rc_dynamics_api', 0.5233772929661579)","('hector_quadrotor_pose_estimation', 0.4831090983828239)","('evarobot_pose_ekf', 0.4542321066964221)","('camera_pose_calibration', 0.43578466899639)","('yocs_ar_pair_tracking', 0.4253486776198637)","('posedetection_msgs', 0.40198721509391155)","('robot_pose_ekf', 0.39272793215864177)","('openrave', 0.3818454749875204)","('rosatomic', 0.37729328970139475)"
fanuc,"('fanuc', 1.0)","('fanuc_lrmate200ic_support', 0.9862380246453509)","('fanuc_m16ib_support', 0.9862380246453509)","('fanuc_m6ib_support', 0.9862380246453509)","('fanuc_driver', 0.9399924511477513)","('fanuc_lrmate200ib_moveit_config', 0.9328894163182757)","('fanuc_assets', 0.843057444776326)","('fanuc_m20ia_moveit_plugins', 0.7858348875994637)","('fanuc_m16ib_moveit_plugins', 0.7830255741681149)","('fanuc_lrmate200ic5h_moveit_config', 0.7570781176414504)","('fanuc_lrmate200ic_moveit_config', 0.7561085632032927)","('fanuc_m430ia2p_moveit_config', 0.7511503242795029)","('fanuc_m20ia_moveit_config', 0.7498829340051868)","('fanuc_m16ib20_moveit_config', 0.7498590256031625)","('fanuc_resources', 0.701624873607627)","('fanuc_m6ib_moveit_plugins', 0.6746866466570012)","('industrial_collision_detection', 0.5615301552022586)","('convex_decomposition', 0.536154012005499)","('industrial_core', 0.49731178536736353)","('motoman_sia10f_support', 0.47364582265926025)"
odva_ethernetip,"('odva_ethernetip', 1.0)","('fcl', 0.6671176504166366)","('sklearn', 0.6448393124480857)","('industrial_msgs', 0.6433242589539411)","('termcolor', 0.6422825533476935)","('tblib', 0.6339165743230892)","('industrial_robot_client', 0.6324410283246718)","('industrial_robot_simulator', 0.6245274890282074)","('apriltags', 0.6231841818632696)","('industrial_collision_detection', 0.6172525742682471)","('open_karto', 0.615283212226078)","('split_sequence', 0.6061592358725599)","('epos_library', 0.6049788990406466)","('fiveam', 0.6033220845443266)","('yason', 0.6033171399066152)","('alexandria', 0.6033151813265502)","('rosconsole', 0.5991334848988585)","('trivial_garbage', 0.5959990625362266)","('ur_modern_driver', 0.5937636311211697)","('libg2o', 0.5921486626954627)"
pr2_gripper_sensor_controller,"('pr2_gripper_sensor_controller', 1.0)","('pr2_gripper_sensor', 0.7667692175533696)","('force_torque_sensor_controller', 0.7088494822736561)","('pr2_surrogate', 0.6786134696748893)","('gripper_action_controller', 0.6510305639806567)","('pr2_controller_interface', 0.6012048642642668)","('pr2_mechanism', 0.5924306774001205)","('fingertip_pressure', 0.579093294251454)","('force_torque_sensor_calib', 0.5773115809735984)","('ackermann_controller', 0.5694562166678538)","('pr2_head_action', 0.5457902260924027)","('pr2_props', 0.5255195123528728)","('pr2_power_board', 0.5210338829729628)","('cob_trajectory_controller', 0.5087552140725855)","('pr2_2dnav_local', 0.50540052161325)","('pr2_sith', 0.5006654239273526)","('minas_control', 0.5002709535024178)","('pr2_gripper_action', 0.4976441228085431)","('pr2_apps', 0.4960272353002504)","('pr2_groovy_patches', 0.490803654322314)"
rosnode_rtc,"('rosnode_rtc', 1.0)","('openrtm_ros_bridge', 0.5821378718582584)","('rosconsole_bridge', 0.5695744761669407)","('socketcan_bridge', 0.5530930776254763)","('mqtt_bridge', 0.534301226564444)","('hrpsys_ros_bridge', 0.529599183344993)","('lockfree', 0.5148855310134878)","('micros_swarm_framework', 0.5131012923283695)","('resource_retriever', 0.45446672000668653)","('imu_compass', 0.4520316966809129)","('applanix_bridge', 0.4409686936182464)","('rtshell', 0.4356998785012409)","('twistimu', 0.4223278406391866)","('rc_genicam_api', 0.41817187163878655)","('imu_filter_madgwick', 0.4112049830178406)","('roboteq_diagnostics', 0.3921625694435087)","('imu_complementary_filter', 0.3890220037383789)","('rtmros_hironx', 0.3809144198284258)","('myo_ros', 0.37689963054185216)","('bond', 0.37184557441605615)"
roseus_tutorials,"('roseus_tutorials', 1.0)","('pr2eus_tutorials', 0.9940258328462012)","('robot_activity_tutorials', 0.9917082807626096)","('ros_tutorials', 0.9610911927279836)","('geometry_tutorials', 0.9121670430498536)","('visualization_marker_tutorials', 0.8721844655975625)","('rospy_tutorials', 0.8539550211933599)","('nav2d_tutorials', 0.8410582175675141)","('bride_templates', 0.7824028151159413)","('navigation_tutorials', 0.7641810074708076)","('qt_tutorials', 0.7440297504472618)","('visualization_tutorials', 0.7108177356982015)","('rviz_plugin_tutorials', 0.679351403767145)","('teb_local_planner_tutorials', 0.675290829890683)","('libdlib', 0.6308609770646555)","('visualization_msgs', 0.6032451202756232)","('rocon_gateway_tutorials', 0.5817266479918279)","('rocon_app_manager_tutorials', 0.5345833843675194)","('rocon_tutorial_msgs', 0.44146724969155005)","('rviz_python_tutorial', 0.4145422175278042)"
cl_utilities,"('cl_utilities', 1.0)","('cram_utilities', 0.7824264780013959)","('cram_math', 0.7577989554292265)","('cram_test_utilities', 0.7007851209223241)","('rosflight_utils', 0.6577477472745223)","('trivial_gray_streams', 0.6478034502122744)","('alexandria', 0.646398202556082)","('babel', 0.6463941532261359)","('trivial_garbage', 0.6419430156630603)","('split_sequence', 0.6373491843904877)","('cram_3rdparty', 0.6352361699794473)","('lisp_unit', 0.6239178143714802)","('utilrb', 0.6173151517116912)","('cl_utils', 0.6052478640545611)","('gcloud_speech_utils', 0.599242294328625)","('utilmm', 0.5838142982873132)","('sr_utilities', 0.5810789306384466)","('termcolor', 0.5622755375459245)","('rosruby', 0.5513605331516492)","('concert_service_utilities', 0.5471980619013198)"
open_manipulator,"('open_manipulator', 1.0)","('turtlebot3_simulations', 0.9459519712286459)","('turtlebot3_autorace', 0.9373064046393402)","('turtlebot3_msgs', 0.9220457739809488)","('turtlebot3_bringup', 0.8897163206725958)","('turtlebot3_description', 0.8858347309237964)","('hls_lfcd_lds_driver', 0.8719857772749544)","('turtlebot3_slam', 0.8507706647177307)","('manipulator_h', 0.8460797382147913)","('robotis_math', 0.8219276304602632)","('rh_p12_rn', 0.8141388481432035)","('robotis_framework', 0.8006619747959982)","('thormang3_mpc', 0.7886184942076614)","('manipulator_h_description', 0.7743140216496447)","('open_manipulator_moveit', 0.7625047202999412)","('ati_ft_sensor', 0.7619296487526688)","('thormang3_ppc', 0.7609397861947226)","('robotis_utility', 0.760797563292006)","('manipulator_h_base_module_msgs', 0.7590955157439219)","('thormang3_msgs', 0.7501330995750563)"
visualization_osg,"('visualization_osg', 1.0)","('executive_smach_visualization', 0.8601171699437385)","('rc_visard_description', 0.6832997787871175)","('rosh_visualization', 0.6746324047900741)","('sr_visualization_icons', 0.6682204900432583)","('rqt_graphprofiler', 0.6552372344180708)","('kingfisher_viz', 0.6485178767944985)","('jsk_visualization', 0.6406916417258062)","('evarobot_viz', 0.6259385385044179)","('uwsim', 0.5361150905803507)","('grizzly_viz', 0.5257470786371721)","('visualization_msgs', 0.4692614878468786)","('octovis', 0.4329525288557874)","('rviz_imu_plugin', 0.4175392653442893)","('rqt_capabilities', 0.39832532566841605)","('geographic_info', 0.38202741041959043)","('sr_visualization', 0.37717065717633225)","('rc_visard', 0.3616619198470956)","('sphero_description', 0.346968520760629)","('robbie_architecture', 0.3363756236944322)"
pr2_mechanism_controllers,"('pr2_mechanism_controllers', 1.0)","('pr2_calibration_controllers', 0.8699329455083811)","('pr2_mechanism_diagnostics', 0.8151542633987526)","('effort_controllers', 0.7662283004146958)","('velocity_controllers', 0.7556889292151153)","('sr_mechanism_controllers', 0.7512012984230834)","('ros_controllers', 0.7354401225041132)","('ros_realtime', 0.6834787641038622)","('pr2_mechanism', 0.6672276136523732)","('open_controllers_interface', 0.6490265048577344)","('pr2_counterbalance_check', 0.6371552274962077)","('position_controllers', 0.6272008730146946)","('pr2_robot', 0.6176248319026254)","('pr2_plugs_actions', 0.6111907241602074)","('pr2_sith', 0.6075341323153665)","('pr2_2dnav_local', 0.586589782537495)","('pr2_surrogate', 0.5799261817375909)","('pr2_power_board', 0.5722540381519226)","('pr2_motor_diagnostic_tool', 0.5700574089612206)","('pr2_computer_monitor', 0.5570516614609723)"
hebiros_description,"('hebiros_description', 1.0)","('talos_description', 0.9098690888626948)","('frida_description', 0.9043522651055342)","('teraranger_description', 0.8988886063278758)","('yumi_description', 0.8876299328784895)","('agvs_description', 0.8594679059544832)","('desire_description', 0.8551560341625796)","('flir_ptu_description', 0.8519805032859704)","('heron_description', 0.8433099447930062)","('roomblock_description', 0.8320811667600997)","('magni_description', 0.8068521016160048)","('rethink_ee_description', 0.8005769468947938)","('warthog_description', 0.7715873625738988)","('loki_description', 0.7624246204975919)","('bhand_description', 0.7558320610755503)","('sphero_description', 0.7469286304601531)","('sr_description', 0.7214957648097904)","('grizzly_description', 0.701169378169267)","('widowx_arm_description', 0.6888300652818068)","('phantomx_reactor_arm_description', 0.6745099499907714)"
nao_pose,"('nao_pose', 1.0)","('nao_audio', 0.838607847287671)","('nao_apps', 0.8345123509941379)","('nao_interaction_launchers', 0.7535812189464799)","('nao_dcm_bringup', 0.7357754984496471)","('nao_interaction', 0.7278702669287069)","('nao_msgs', 0.7065143357873811)","('nao_extras', 0.6881785230041076)","('naoqi_apps', 0.6576338029617768)","('nao_dashboard', 0.6060164872291842)","('nao_bringup', 0.5964204738623802)","('naoqi_driver_py', 0.5659832706169314)","('nao_gazebo_plugin', 0.5481264583871173)","('naoqi_driver', 0.512580679628607)","('or_nodes', 0.5077119125050927)","('nao_teleop', 0.47378069677492407)","('naoqi_sensors_py', 0.4603811001032392)","('talos_audio', 0.458541151819583)","('naoqi_sensors', 0.4130854614392174)","('visual_pose_estimation', 0.408769852982628)"
pr2_tuck_arms_action,"('pr2_tuck_arms_action', 1.0)","('pr2_gripper_action', 0.8276732058434834)","('pr2_base_trajectory_action', 0.7598269205824576)","('pr2_hack_the_future', 0.7489530177865659)","('pr2_sith', 0.738260299845684)","('pr2_apps', 0.7315419862908061)","('pr2_plugs_actions', 0.7106408053809217)","('pr2_groovy_patches', 0.6989285475237929)","('pr2_2dnav_local', 0.6968542972449615)","('pr2_gripper_sensor_action', 0.6939914785128225)","('pr2_gripper_sensor', 0.6874991853009127)","('pr2_power_board', 0.6841305346301761)","('pr2_tuck_arms_app', 0.6733813919715401)","('pr2_props_app', 0.6625446992673993)","('pr2_2dnav', 0.6380544175654911)","('pr2_delivery', 0.6296787174313848)","('pr2_dashboard_aggregator', 0.6176252948872045)","('pr2_make_a_map_app', 0.6069918424657517)","('pr2_2dnav_slam', 0.5910480234692008)","('pr2_move_base', 0.5777439399271805)"
simple_navigation_goals_tutorial,"('simple_navigation_goals_tutorial', 1.0)","('fulanghua_navigation', 0.6948897012695453)","('jaguar_navigation', 0.6696296716145114)","('icart_mini_navigation', 0.6663460730633259)","('social_navigation_layers', 0.6447072045482138)","('gps_goal', 0.6232437858322989)","('nav2d', 0.5953360660078826)","('squirrel_navigation_msgs', 0.5722498746850532)","('marvelmind_nav', 0.5547077749001031)","('rotate_recovery', 0.5413127336322242)","('humanoid_navigation', 0.5329746258707425)","('flask_restful', 0.5305862677451567)","('grizzly_navigation', 0.5172112603710346)","('kalman_filter', 0.5063832223067859)","('pr2_navigation_apps', 0.506014916581844)","('arm_navigation_msgs', 0.4935117315820179)","('urdf2inventor', 0.49035515008344244)","('voice_text', 0.4771342979621913)","('swri_nodelet', 0.46693735823228666)","('navigation_tutorials', 0.464759371553645)"
kobuki_soft,"('kobuki_soft', 1.0)","('kobuki_softnode', 0.9782868458684653)","('kobuki_rapps', 0.9149804893170146)","('kobuki_dock_drive', 0.9114987996847925)","('kobuki_dashboard', 0.8878681722336228)","('kobuki_keyop', 0.8820338494703517)","('kobuki_random_walker', 0.8265954586870239)","('kobuki_testsuite', 0.8114287043968549)","('kobuki_qtestsuite', 0.7901226690070388)","('kobuki_gazebo', 0.7401582162780488)","('kobuki_controller_tutorial', 0.7136988756624066)","('kobuki_arm', 0.6037531449088427)","('kobuki_node', 0.5826071086320291)","('kobuki_driver', 0.5498206844162232)","('grpc', 0.35226676233617116)","('roomba_stage', 0.2457234304140068)","('yocs_keyop', 0.2104888955880897)","('rosbaglive', 0.19859867215543547)","('waypoint_meta', 0.17491656550913204)","('nodelet_tutorial_math', 0.16933357263783833)"
mico_moveit_config,"('mico_moveit_config', 1.0)","('atlas_moveit_config', 0.9992462166137543)","('iri_wam_moveit_config', 0.9991476396420196)","('vs060_moveit_config', 0.9976819631183912)","('r2_fullbody_moveit_config', 0.9970979268945142)","('yumi_moveit_config', 0.9930859676901578)","('panda_moveit_config', 0.9510521633504262)","('stomp_test_kr210_moveit_config', 0.8782086362693111)","('jaco_moveit_config', 0.8574953125204572)","('baxter_moveit_config', 0.8362818234656432)","('nextage_moveit_config', 0.8079097708384375)","('turtlebot_arm_moveit_config', 0.7963808885795388)","('irb_2400_moveit_config', 0.7837057076674486)","('clam_moveit_config', 0.7763838388348602)","('romeo_moveit_config', 0.7494052253458612)","('motoman_sda10f_moveit_config', 0.6781046282117228)","('moveit_ros_planning_interface', 0.6524927049975244)","('moveit_setup_assistant', 0.6332171737785721)","('fanuc_m16ib20_moveit_config', 0.6132765766949447)","('fanuc_m20ia_moveit_config', 0.6121687542461084)"
um7,"('um7', 1.0)","('ipa_canopen_ros', 0.7686890381867404)","('terarangerone', 0.7187349331989223)","('cht10_node', 0.7118752021317044)","('terarangerduo', 0.7064363715715779)","('sphero_node', 0.6737017860621389)","('fake_localization', 0.6454158615999489)","('libsensors_monitor', 0.624763310756543)","('applanix_bridge', 0.611981747858541)","('generic_throttle', 0.5919030737827611)","('neo_platformctrl_mecanum', 0.5750428345097378)","('zeroconf_avahi', 0.5585643622610027)","('canopen_master', 0.5488971156635142)","('teraranger_array', 0.5479307815161738)","('arni_nodeinterface', 0.5372828847335794)","('stdr_robot', 0.5299330057581013)","('network_monitor_udp', 0.5225260340135616)","('rosatomic', 0.516694245710605)","('nerian_sp1', 0.5111348833069325)","('teraranger', 0.5099511287143222)"
rosconsole,"('rosconsole', 1.0)","('swiftnav', 0.8995540895372914)","('libnabo', 0.8985404486697934)","('fcl', 0.8867090899022964)","('sklearn', 0.877378151516164)","('gmplot', 0.867213594375789)","('split_sequence', 0.8649431628788508)","('gsd', 0.8606716273728268)","('babel', 0.860668965534888)","('yason', 0.8606610078953467)","('apriltags', 0.8554600629384981)","('utilrb', 0.8450950919471205)","('utilmm', 0.8402668778400023)","('transform_graph', 0.8334677170245042)","('uwsim_osgocean', 0.8259806988702543)","('libpointmatcher', 0.8184371012989323)","('mavlink', 0.8061755049365369)","('rbdl', 0.8004666828529298)","('vrpn', 0.7778239864352394)","('uwsim_bullet', 0.7704211649208129)"
pr2_run_stop_auto_restart,"('pr2_run_stop_auto_restart', 1.0)","('pr2_camera_synchronizer', 0.730089439141352)","('pr2_computer_monitor', 0.6720563330687632)","('pr2_machine', 0.6320454171714419)","('rosmon', 0.6217233206169481)","('pr2_props', 0.6145281283226928)","('pr2_hack_the_future', 0.6001103999364389)","('pr2_position_scripts', 0.5933213820777671)","('pr2_apps', 0.5859424327083795)","('pr2_robot', 0.5815102909228711)","('feed_the_troll', 0.5739891024568549)","('pr2_delivery', 0.572748799769324)","('terarangerone', 0.5673744157228345)","('pr2_dashboard_aggregator', 0.5610899575357176)","('pr2_motor_diagnostic_tool', 0.5522182946492159)","('robot_activity', 0.5436915934518721)","('pr2_plugs_actions', 0.5358886217998793)","('pr2_plugs', 0.534845346589264)","('pr2_ethercat', 0.533411079130637)","('pr2_2dnav_slam', 0.5291090334347713)"
sophus,"('sophus', 1.0)","('eigen_utils', 0.7988110887073416)","('ecl_eigen', 0.7231922588585232)","('lkh_solver', 0.6894746010489216)","('glkh_solver', 0.6760501567450675)","('eigen_typekit', 0.6380100657043617)","('metaruby', 0.5856380207477359)","('msp', 0.5772297907971264)","('ecl_converters_lite', 0.5274519182097621)","('ecl_exceptions', 0.5094816916570157)","('ecl_math', 0.489596395725045)","('ecl_converters', 0.4777863975405783)","('ecl_formatters', 0.46959365248968066)","('warehouse_ros', 0.4655188495222893)","('explore_lite', 0.45944797343615307)","('ecl_errors', 0.44142772834351074)","('convenience_ros_functions', 0.4329168122834094)","('ecl_concepts', 0.42589520434957906)","('ecl_streams', 0.42245962400750003)","('ecl_manipulators', 0.41842436951793993)"
